batchNum,subjectID ,trialNum,longerArm,response_longerArm,response_yesNo,response_AFC,AFCquestion,RT_longerArm,RT_yesNo,RT_AFC,RT_IBfamiliarity,RT_age,RT_ishihara,aboveBelow,trialType,IBstimulus_color,IBstimulus_location,trialTime
2,6,2,horizontal,horizontal,null,null,null,1732.96,null,null,null,null,null,above,IBstimulus_absent,null,null,5337.47
2,6,3,vertical,vertical,yes,blue,reportColor,2021.28,3923.585,2336.935,22020.16,3360.445,3300.075,above,IBstimulus_present,blue,left,39904.57
2,7,0,vertical,vertical,null,null,null,2499,null,null,null,null,null,above,IBstimulus_absent,null,null,9311
2,7,1,horizontal,horizontal,null,null,null,3926,null,null,null,null,null,above,IBstimulus_absent,null,null,8924
2,7,2,vertical,vertical,null,null,null,2235,null,null,null,null,null,below,IBstimulus_absent,null,null,6960
2,7,3,horizontal,horizontal,no,blue,reportColor,2205,4939,5459,3269,9594,11550,above,IBstimulus_absent,null,null,41411
2,8,0,horizontal,horizontal,null,null,null,6051.625,null,null,null,null,null,below,IBstimulus_absent,null,null,14882.62
2,8,1,vertical,vertical,null,null,null,3903.53,null,null,null,null,null,below,IBstimulus_absent,null,null,9910.84
2,8,2,vertical,vertical,null,null,null,2427.905,null,null,null,null,null,below,IBstimulus_absent,null,null,7436.215
2,8,3,vertical,vertical,yes,blue,reportColor,2779.06,8707.3,7387.875,10815.78,5117.105,6967.74,above,IBstimulus_present,blue,right,45365.61
2,9,0,horizontal,horizontal,null,null,null,3451.51,null,null,null,null,null,above,IBstimulus_absent,null,null,7346.22
2,9,1,vertical,vertical,null,null,null,1360.55,null,null,null,null,null,below,IBstimulus_absent,null,null,8139.93
2,9,2,horizontal,horizontal,null,null,null,1195.54,null,null,null,null,null,above,IBstimulus_absent,null,null,4150.36
2,9,3,horizontal,horizontal,yes,blue,reportColor,2119.455,2217.85,4012.075,2837.445,3141.565,3541.885,below,IBstimulus_present,blue,left,20785.46
2,10,0,vertical,vertical,null,null,null,1636,null,null,null,null,null,below,IBstimulus_absent,null,null,6467
2,10,1,vertical,vertical,null,null,null,3819,null,null,null,null,null,above,IBstimulus_absent,null,null,8329
2,10,2,vertical,horizontal,null,null,null,1971,null,null,null,null,null,above,IBstimulus_absent,null,null,5884
2,10,3,horizontal,horizontal,yes,red,reportColor,1485,2008,1176,2016,1956,1852,below,IBstimulus_present,red,right,13927
2,11,0,vertical,horizontal,null,null,null,2971.685,null,null,null,null,null,below,IBstimulus_absent,null,null,8024.975
2,11,1,vertical,vertical,null,null,null,4766.345,null,null,null,null,null,below,IBstimulus_absent,null,null,9069.685
2,11,2,vertical,vertical,null,null,null,2011.425,null,null,null,null,null,below,IBstimulus_absent,null,null,6182.41
2,11,3,vertical,vertical,yes,red,reportColor,2101.34,4858.275,2492.875,10335.015,3531.115,3084.935,below,IBstimulus_present,red,left,30312.43
2,12,0,horizontal,horizontal,null,null,null,2927.2,null,null,null,null,null,below,IBstimulus_absent,null,null,7587.695
2,12,1,vertical,vertical,null,null,null,2290.955,null,null,null,null,null,above,IBstimulus_absent,null,null,7643.59
2,12,2,horizontal,horizontal,null,null,null,1995.355,null,null,null,null,null,below,IBstimulus_absent,null,null,5142.73
2,12,3,vertical,vertical,yes,red,reportColor,5103.765,2453.825,2716.23,2713.595,3066.895,3419.82,below,IBstimulus_present,red,left,23362.68
2,13,0,vertical,vertical,null,null,null,1492,null,null,null,null,null,above,IBstimulus_absent,null,null,7523
2,13,1,vertical,vertical,null,null,null,1336,null,null,null,null,null,below,IBstimulus_absent,null,null,5092
2,13,2,vertical,vertical,null,null,null,1336,null,null,null,null,null,above,IBstimulus_absent,null,null,5650
2,13,3,vertical,vertical,yes,blue,reportColor,1338,4723,5002,3266,2682,2254,above,IBstimulus_present,blue,right,22497
2,14,0,vertical,horizontal,null,null,null,15331.79,null,null,null,null,null,above,IBstimulus_absent,null,null,39366.43
2,14,1,vertical,vertical,null,null,null,6226.675,null,null,null,null,null,above,IBstimulus_absent,null,null,49095.815
2,14,2,horizontal,vertical,null,null,null,14258.87,null,null,null,null,null,below,IBstimulus_absent,null,null,30493.22
2,14,3,vertical,vertical,no,blue,reportColor,28340.155,11633.005,16322.92,20666.775,7403.78,14237.05,below,IBstimulus_present,blue,right,112584.32
2,15,0,horizontal,horizontal,null,null,null,5365.34,null,null,null,null,null,above,IBstimulus_absent,null,null,12510
2,15,1,vertical,vertical,null,null,null,2387.82,null,null,null,null,null,below,IBstimulus_absent,null,null,8062.96
2,15,2,horizontal,horizontal,null,null,null,1766.56,null,null,null,null,null,below,IBstimulus_absent,null,null,7199.04
2,15,3,horizontal,horizontal,yes,red,reportColor,9098.035,3424.195,4960.31,5927.98,3328.445,6576.59,below,IBstimulus_present,red,left,38378.405
2,16,0,vertical,vertical,null,null,null,1943.415,null,null,null,null,null,below,IBstimulus_absent,null,null,7347.68
2,16,1,horizontal,horizontal,null,null,null,1523.175,null,null,null,null,null,below,IBstimulus_absent,null,null,7943.885
2,16,2,vertical,vertical,null,null,null,2134.885,null,null,null,null,null,below,IBstimulus_absent,null,null,5014.47
2,16,3,horizontal,horizontal,yes,blue,reportColor,2680,3012.81,6152.625,4273.485,2832.925,2232.09,above,IBstimulus_absent,null,null,24682.14
2,17,0,vertical,vertical,null,null,null,4970.72,null,null,null,null,null,below,IBstimulus_absent,null,null,19287.45
2,17,1,horizontal,horizontal,null,null,null,2566.64,null,null,null,null,null,above,IBstimulus_absent,null,null,7059.095
2,17,2,vertical,vertical,null,null,null,3653.015,null,null,null,null,null,above,IBstimulus_absent,null,null,7183.995
2,17,3,vertical,vertical,no,blue,reportColor,2259.515,7168.335,14745.405,6542.1,4241.19,29172.365,below,IBstimulus_absent,null,null,67185.745
2,18,0,horizontal,horizontal,null,null,null,3186.9,null,null,null,null,null,above,IBstimulus_absent,null,null,7017.4
2,18,1,vertical,vertical,null,null,null,1747.1,null,null,null,null,null,above,IBstimulus_absent,null,null,4708.03
2,18,2,horizontal,horizontal,null,null,null,1684.825,null,null,null,null,null,above,IBstimulus_absent,null,null,4900.245
2,18,3,horizontal,horizontal,yes,red,reportColor,2371.465,2938.755,1582.575,3154.23,4318.075,2792.44,below,IBstimulus_present,red,right,19936.715
2,19,0,vertical,vertical,null,null,null,3136.21,null,null,null,null,null,below,IBstimulus_absent,null,null,8398.78
2,19,1,vertical,vertical,null,null,null,1808.69,null,null,null,null,null,below,IBstimulus_absent,null,null,9253.68
2,19,2,vertical,vertical,null,null,null,1807.835,null,null,null,null,null,below,IBstimulus_absent,null,null,4631.275
2,19,3,vertical,vertical,yes,red,reportColor,2242.52,2864.155,5312.51,4040.05,3072.205,4192.26,above,IBstimulus_present,red,right,24674.44
2,20,0,horizontal,horizontal,null,null,null,14576,null,null,null,null,null,below,IBstimulus_absent,null,null,24576
2,20,1,vertical,vertical,null,null,null,2247,null,null,null,null,null,above,IBstimulus_absent,null,null,8936
2,20,2,vertical,vertical,null,null,null,1729,null,null,null,null,null,above,IBstimulus_absent,null,null,4848
2,20,3,horizontal,horizontal,no,red,reportColor,1491,4593,9104,6585,2712,5744,above,IBstimulus_present,red,right,36669
2,21,0,horizontal,horizontal,null,null,null,5836.27,null,null,null,null,null,below,IBstimulus_absent,null,null,14086.28
2,21,1,horizontal,horizontal,null,null,null,1724.575,null,null,null,null,null,below,IBstimulus_absent,null,null,5886.145
2,21,2,vertical,vertical,null,null,null,2531.835,null,null,null,null,null,above,IBstimulus_absent,null,null,6439.495
2,21,3,vertical,vertical,no,blue,reportColor,1760.465,5716.89,10347.54,5305.72,3321.565,5495.875,below,IBstimulus_absent,null,null,39398.76
2,22,0,horizontal,null,null,null,null,null,null,null,null,null,null,below,IBstimulus_absent,null,null,
2,22,1,vertical,null,null,null,null,null,null,null,null,null,null,below,IBstimulus_absent,null,null,
2,22,2,horizontal,null,null,null,null,null,null,null,null,null,null,below,IBstimulus_absent,null,null,
2,22,3,vertical,null,null,null,reportColor,null,null,null,null,null,null,below,IBstimulus_absent,null,null,
2,23,0,horizontal,horizontal,null,null,null,1852.875,null,null,null,null,null,below,IBstimulus_absent,null,null,6996.72
2,23,1,horizontal,horizontal,null,null,null,1710.79,null,null,null,null,null,below,IBstimulus_absent,null,null,9705.1
2,23,2,horizontal,horizontal,null,null,null,1208.095,null,null,null,null,null,above,IBstimulus_absent,null,null,4314.95
2,23,3,vertical,vertical,yes,blue,reportColor,1339.475,6474.455,10323.385,4396.735,3198.795,2650.31,above,IBstimulus_absent,null,null,34855.805
2,24,0,horizontal,horizontal,null,null,null,2671.92,null,null,null,null,null,below,IBstimulus_absent,null,null,7476.955
2,24,1,vertical,vertical,null,null,null,1383.91,null,null,null,null,null,above,IBstimulus_absent,null,null,5257.65
2,24,2,vertical,vertical,null,null,null,1714.705,null,null,null,null,null,below,IBstimulus_absent,null,null,4831.465
2,24,3,vertical,vertical,no,blue,reportColor,2147.375,3631.8,5959.515,3661.67,2949.68,4185.705,above,IBstimulus_absent,null,null,27554.45
2,25,0,vertical,vertical,null,null,null,4408,null,null,null,null,null,below,IBstimulus_absent,null,null,10070
2,25,1,horizontal,horizontal,null,null,null,3407,null,null,null,null,null,below,IBstimulus_absent,null,null,11325
2,25,2,vertical,vertical,null,null,null,3160,null,null,null,null,null,above,IBstimulus_absent,null,null,7452
2,25,3,horizontal,horizontal,yes,red,reportColor,4980,4316,4864,7067,3605,8766,below,IBstimulus_present,red,left,37458
2,26,0,vertical,vertical,null,null,null,3552.555,null,null,null,null,null,below,IBstimulus_absent,null,null,9862.07
2,26,1,vertical,vertical,null,null,null,4653.915,null,null,null,null,null,below,IBstimulus_absent,null,null,9261.025
2,26,2,vertical,vertical,null,null,null,4369.59,null,null,null,null,null,above,IBstimulus_absent,null,null,9109.96
2,26,3,horizontal,horizontal,no,red,reportColor,2090.605,4745.415,8507.85,4479.64,3618.18,6110.38,above,IBstimulus_absent,null,null,33226.99
2,27,0,vertical,horizontal,null,null,null,4032.09,null,null,null,null,null,above,IBstimulus_absent,null,null,10239.65
2,27,1,vertical,vertical,null,null,null,1983.58,null,null,null,null,null,below,IBstimulus_absent,null,null,6557.85
2,27,2,horizontal,horizontal,null,null,null,3365.15,null,null,null,null,null,below,IBstimulus_absent,null,null,6615.655
2,27,3,horizontal,horizontal,no,blue,reportColor,3161.11,3432.74,6492.125,3696.685,4054.665,5094.15,above,IBstimulus_absent,null,null,29468.76
2,28,0,horizontal,horizontal,null,null,null,5894.14,null,null,null,null,null,below,IBstimulus_absent,null,null,12739.125
2,28,1,horizontal,horizontal,null,null,null,2521.585,null,null,null,null,null,above,IBstimulus_absent,null,null,12128.835
2,28,2,vertical,vertical,null,null,null,2673.6,null,null,null,null,null,below,IBstimulus_absent,null,null,6736.555
2,28,3,vertical,vertical,no,blue,reportColor,2393.38,5669.7,10735.55,7482.505,5027.66,7836.61,above,IBstimulus_absent,null,null,43205.88
2,29,0,horizontal,horizontal,null,null,null,3124.94,null,null,null,null,null,above,IBstimulus_absent,null,null,7892.59
2,29,1,vertical,vertical,null,null,null,2352.815,null,null,null,null,null,above,IBstimulus_absent,null,null,6475.195
2,29,2,horizontal,horizontal,null,null,null,1454.485,null,null,null,null,null,above,IBstimulus_absent,null,null,5454.245
2,29,3,horizontal,horizontal,yes,red,reportColor,5054.78,2946.465,2474.81,5399.895,2788.25,5243.435,above,IBstimulus_present,red,left,26922.22
2,30,0,horizontal,horizontal,null,null,null,5790.87,null,null,null,null,null,below,IBstimulus_absent,null,null,14371.43
2,30,1,vertical,vertical,null,null,null,7391.1,null,null,null,null,null,above,IBstimulus_absent,null,null,11637.015
2,30,2,vertical,vertical,null,null,null,3039.495,null,null,null,null,null,below,IBstimulus_absent,null,null,6203
2,30,3,vertical,horizontal,yes,blue,reportColor,6993.935,9208.51,15584.28,14259.1,4315.775,12835.715,below,IBstimulus_present,red,left,66774.885
2,31,0,horizontal,horizontal,null,null,null,6695.325,null,null,null,null,null,below,IBstimulus_absent,null,null,17660.42
2,31,1,vertical,vertical,null,null,null,5342.64,null,null,null,null,null,above,IBstimulus_absent,null,null,14277.135
2,31,2,vertical,vertical,null,null,null,5040.345,null,null,null,null,null,below,IBstimulus_absent,null,null,11063.73
2,31,3,vertical,vertical,no,blue,reportColor,4201.71,8950.62,23516.32,5253,5702.805,5267.015,below,IBstimulus_absent,null,null,58876.495
2,32,0,vertical,vertical,null,null,null,2891,null,null,null,null,null,above,IBstimulus_absent,null,null,6871
2,32,1,horizontal,horizontal,null,null,null,1811,null,null,null,null,null,above,IBstimulus_absent,null,null,4385
2,32,2,vertical,vertical,null,null,null,1705,null,null,null,null,null,below,IBstimulus_absent,null,null,4274
2,32,3,horizontal,horizontal,yes,red,reportColor,1526,1630,1372,3407,3161,3601,above,IBstimulus_present,red,right,17126
2,33,0,vertical,vertical,null,null,null,7539.955,null,null,null,null,null,below,IBstimulus_absent,null,null,13357.985
2,33,1,horizontal,vertical,null,null,null,3477.915,null,null,null,null,null,above,IBstimulus_absent,null,null,8846.92
2,33,2,horizontal,horizontal,null,null,null,1794.45,null,null,null,null,null,above,IBstimulus_absent,null,null,7273.94
2,33,3,horizontal,horizontal,no,red,reportColor,3878.21,3980.72,7666.58,5667.585,3085.885,20907.615,above,IBstimulus_absent,null,null,48715.12
2,34,0,vertical,vertical,null,null,null,5208.41,null,null,null,null,null,above,IBstimulus_absent,null,null,19666.835
2,34,1,vertical,vertical,null,null,null,4596.615,null,null,null,null,null,below,IBstimulus_absent,null,null,11453.1
2,34,2,horizontal,horizontal,null,null,null,5909.595,null,null,null,null,null,below,IBstimulus_absent,null,null,10871.07
2,34,3,vertical,vertical,no,blue,reportColor,1789.26,6792.2,12647.675,5007.355,3216.405,8600.315,above,IBstimulus_absent,null,null,42022.545
2,35,0,horizontal,horizontal,null,null,null,3626.79,null,null,null,null,null,below,IBstimulus_absent,null,null,11969.5
2,35,1,horizontal,horizontal,null,null,null,3116.735,null,null,null,null,null,below,IBstimulus_absent,null,null,11453.8
2,35,2,vertical,vertical,null,null,null,3110.76,null,null,null,null,null,above,IBstimulus_absent,null,null,8342.985
2,35,3,vertical,vertical,no,blue,reportColor,2683.25,8739.29,6979.85,23921.34,3250.26,5725.245,above,IBstimulus_absent,null,null,55690.865
2,36,0,vertical,vertical,null,null,null,2482.84,null,null,null,null,null,above,IBstimulus_absent,null,null,19438.1
2,36,1,horizontal,horizontal,null,null,null,1514.665,null,null,null,null,null,below,IBstimulus_absent,null,null,5531.085
2,36,2,horizontal,horizontal,null,null,null,1615.79,null,null,null,null,null,above,IBstimulus_absent,null,null,5387.12
2,36,3,vertical,vertical,yes,blue,reportColor,1896.28,6009.43,4640.075,6127.61,3987.68,6149.905,above,IBstimulus_absent,null,null,32510.035
2,37,0,horizontal,vertical,null,null,null,5120,null,null,null,null,null,below,IBstimulus_absent,null,null,10981.02
2,37,1,vertical,vertical,null,null,null,1728.745,null,null,null,null,null,below,IBstimulus_absent,null,null,6415.465
2,37,2,vertical,vertical,null,null,null,2687.155,null,null,null,null,null,above,IBstimulus_absent,null,null,9987.02
2,37,3,horizontal,horizontal,yes,red,reportColor,2726.32,5011.095,1529.75,11135.39,3216.905,4479.32,above,IBstimulus_present,red,left,31957.095
2,38,0,horizontal,horizontal,null,null,null,2629.19,null,null,null,null,null,above,IBstimulus_absent,null,null,10149.015
2,38,1,vertical,vertical,null,null,null,1855.21,null,null,null,null,null,below,IBstimulus_absent,null,null,9163.79
2,38,2,horizontal,horizontal,null,null,null,1280.915,null,null,null,null,null,below,IBstimulus_absent,null,null,4636.88
2,38,3,horizontal,horizontal,yes,red,reportColor,4280.105,2414.975,3231.245,3167.565,3271.535,3944.205,below,IBstimulus_present,red,left,23700.88
2,39,0,horizontal,horizontal,null,null,null,2771.935,null,null,null,null,null,below,IBstimulus_absent,null,null,9796.275
2,39,1,horizontal,horizontal,null,null,null,2167.65,null,null,null,null,null,below,IBstimulus_absent,null,null,14462.245
2,39,2,horizontal,horizontal,null,null,null,2383.29,null,null,null,null,null,below,IBstimulus_absent,null,null,7131.395
2,39,3,horizontal,horizontal,yes,red,reportColor,3138.68,4653.53,4839.3,6523.18,4183.7,5094.57,above,IBstimulus_present,red,left,32587.895
2,40,0,vertical,vertical,null,null,null,4389.105,null,null,null,null,null,above,IBstimulus_absent,null,null,10553.275
2,40,1,vertical,vertical,null,null,null,2600.855,null,null,null,null,null,above,IBstimulus_absent,null,null,7347.635
2,40,2,vertical,vertical,null,null,null,1980.335,null,null,null,null,null,below,IBstimulus_absent,null,null,5704.825
2,40,3,vertical,vertical,yes,red,reportColor,1836.16,5562.365,4485.125,5250.195,4701.58,5382.53,below,IBstimulus_present,red,right,30985.06
2,41,0,vertical,horizontal,null,null,null,3670.965,null,null,null,null,null,above,IBstimulus_absent,null,null,13057.975
2,41,1,horizontal,horizontal,null,null,null,3145.85,null,null,null,null,null,above,IBstimulus_absent,null,null,7540.06
2,41,2,vertical,vertical,null,null,null,2477.615,null,null,null,null,null,above,IBstimulus_absent,null,null,5947.325
2,41,3,vertical,vertical,no,blue,reportColor,3217.61,7448.295,8739.505,5228.68,3413.4,5026.045,below,IBstimulus_absent,null,null,36270.305
2,42,0,horizontal,horizontal,null,null,null,2325.68,null,null,null,null,null,below,IBstimulus_absent,null,null,13547.905
2,42,1,vertical,vertical,null,null,null,1620.875,null,null,null,null,null,below,IBstimulus_absent,null,null,5294.285
2,42,2,vertical,vertical,null,null,null,1404.955,null,null,null,null,null,below,IBstimulus_absent,null,null,4380.475
2,42,3,horizontal,horizontal,yes,red,reportColor,2248.885,2780.095,3899.335,6253.245,3030.29,4433.66,above,IBstimulus_present,red,left,25510.345
2,43,0,vertical,vertical,null,null,null,2046.92,null,null,null,null,null,above,IBstimulus_absent,null,null,16994.86
2,43,1,horizontal,horizontal,null,null,null,3133.095,null,null,null,null,null,above,IBstimulus_absent,null,null,6562.475
2,43,2,horizontal,horizontal,null,null,null,2676.53,null,null,null,null,null,below,IBstimulus_absent,null,null,7675.325
2,43,3,vertical,vertical,no,blue,reportColor,5602.245,3438.225,3516.695,10497.135,3806.98,4184.005,below,IBstimulus_absent,null,null,41141.755
2,44,0,horizontal,horizontal,null,null,null,2325.68,null,null,null,null,null,below,IBstimulus_absent,null,null,13547.905
2,44,1,vertical,vertical,null,null,null,1620.875,null,null,null,null,null,below,IBstimulus_absent,null,null,5294.285
2,44,2,vertical,vertical,null,null,null,1404.955,null,null,null,null,null,below,IBstimulus_absent,null,null,4380.475
2,44,3,horizontal,horizontal,yes,red,reportColor,2248.885,2780.095,3899.335,6253.245,3030.29,4433.66,above,IBstimulus_present,red,left,25510.345
2,45,0,vertical,vertical,null,null,null,14622.69,null,null,null,null,null,above,IBstimulus_absent,null,null,27991.9
2,45,1,vertical,vertical,null,null,null,1601.095,null,null,null,null,null,above,IBstimulus_absent,null,null,10989.86
2,45,2,horizontal,horizontal,null,null,null,2237.195,null,null,null,null,null,below,IBstimulus_absent,null,null,8009.815
2,45,3,vertical,vertical,yes,red,reportColor,1764.505,11265.69,8357.26,7663.35,6570.125,5651.985,below,IBstimulus_absent,null,null,45269.31
2,46,0,horizontal,horizontal,null,null,null,5084,null,null,null,null,null,below,IBstimulus_absent,null,null,22293
2,46,1,horizontal,horizontal,null,null,null,4284,null,null,null,null,null,above,IBstimulus_absent,null,null,15920
2,46,2,vertical,vertical,null,null,null,3736,null,null,null,null,null,below,IBstimulus_absent,null,null,8650
2,46,3,vertical,vertical,yes,blue,reportColor,3915,5740,6060,6007,6211,12789,below,IBstimulus_present,blue,left,44698
2,47,0,horizontal,horizontal,null,null,null,3068,null,null,null,null,null,above,IBstimulus_absent,null,null,9798
2,47,1,horizontal,horizontal,null,null,null,3422,null,null,null,null,null,above,IBstimulus_absent,null,null,7707
2,47,2,vertical,vertical,null,null,null,2495,null,null,null,null,null,below,IBstimulus_absent,null,null,7215
2,47,3,horizontal,vertical,yes,blue,reportColor,4767,5293,11310,7500,4325,5416,below,IBstimulus_present,red,right,42428
2,48,0,vertical,vertical,null,null,null,1088.745,null,null,null,null,null,above,IBstimulus_absent,null,null,5795.585
2,48,1,horizontal,horizontal,null,null,null,1145.36,null,null,null,null,null,below,IBstimulus_absent,null,null,5071.575
2,48,2,vertical,vertical,null,null,null,1273.085,null,null,null,null,null,above,IBstimulus_absent,null,null,4709.515
2,48,3,horizontal,horizontal,no,blue,reportColor,1176.33,3554.395,5169.015,2421.515,3339.68,3203.12,below,IBstimulus_absent,null,null,22292
2,49,0,horizontal,horizontal,null,null,null,5366.065,null,null,null,null,null,below,IBstimulus_absent,null,null,13929.305
2,49,1,horizontal,vertical,null,null,null,10512.96,null,null,null,null,null,below,IBstimulus_absent,null,null,15051.045
2,49,2,horizontal,vertical,null,null,null,6657.615,null,null,null,null,null,below,IBstimulus_absent,null,null,10335.8
2,49,3,horizontal,horizontal,yes,blue,reportColor,4002.79,3886.785,7296.08,9312.25,4992.775,7403.38,above,IBstimulus_present,red,left,40671.86
2,50,0,vertical,vertical,null,null,null,3331.085,null,null,null,null,null,below,IBstimulus_absent,null,null,8899.075
2,50,1,vertical,vertical,null,null,null,3407.925,null,null,null,null,null,below,IBstimulus_absent,null,null,7272.895
2,50,2,vertical,vertical,null,null,null,2541.205,null,null,null,null,null,below,IBstimulus_absent,null,null,6782.615
2,50,3,horizontal,horizontal,no,blue,reportColor,2258.525,5726.515,6288.63,5437.95,4257.34,7581.82,below,IBstimulus_absent,null,null,34861.175
2,51,0,vertical,vertical,null,null,null,2040.81,null,null,null,null,null,above,IBstimulus_absent,null,null,9902.64
2,51,1,vertical,vertical,null,null,null,1644.515,null,null,null,null,null,above,IBstimulus_absent,null,null,9219.81
2,51,2,vertical,vertical,null,null,null,2118.86,null,null,null,null,null,below,IBstimulus_absent,null,null,4870.005
2,51,3,vertical,vertical,yes,red,reportColor,1637.47,5276.155,3688.935,6057.885,3349.395,4373.67,above,IBstimulus_present,red,right,27118.005
2,52,0,horizontal,horizontal,null,null,null,2758.675,null,null,null,null,null,below,IBstimulus_absent,null,null,8431.295
2,52,1,vertical,vertical,null,null,null,2214.895,null,null,null,null,null,above,IBstimulus_absent,null,null,6552.005
2,52,2,vertical,vertical,null,null,null,1995.11,null,null,null,null,null,above,IBstimulus_absent,null,null,4992.515
2,52,3,horizontal,horizontal,yes,blue,reportColor,1991.475,3117.59,4057.64,3969.305,2405.695,3219.955,below,IBstimulus_present,blue,right,24379.145
2,53,0,horizontal,horizontal,null,null,null,3154.67,null,null,null,null,null,below,IBstimulus_absent,null,null,8408.225
2,53,1,vertical,vertical,null,null,null,1433.26,null,null,null,null,null,below,IBstimulus_absent,null,null,4843.37
2,53,2,horizontal,horizontal,null,null,null,1060.195,null,null,null,null,null,above,IBstimulus_absent,null,null,3758.735
2,53,3,vertical,vertical,no,blue,reportColor,1059.02,5191.42,5235.545,2651.625,4871.21,2429.72,above,IBstimulus_present,blue,right,24187.53
2,54,0,horizontal,vertical,null,null,null,2824.975,null,null,null,null,null,below,IBstimulus_absent,null,null,13760.68
2,54,1,horizontal,horizontal,null,null,null,1600.07,null,null,null,null,null,above,IBstimulus_absent,null,null,9201.78
2,54,2,vertical,vertical,null,null,null,1399.89,null,null,null,null,null,above,IBstimulus_absent,null,null,5397.435
2,54,3,horizontal,horizontal,no,red,reportColor,2537.16,5515.785,15153.63,4968.6,3642.895,5578.99,below,IBstimulus_present,red,right,46883.51
2,55,0,horizontal,horizontal,null,null,null,3705.615,null,null,null,null,null,above,IBstimulus_absent,null,null,10298.45
2,55,1,vertical,vertical,null,null,null,2614.575,null,null,null,null,null,below,IBstimulus_absent,null,null,16332.245
2,55,2,horizontal,horizontal,null,null,null,3556.23,null,null,null,null,null,below,IBstimulus_absent,null,null,7589.73
2,55,3,horizontal,horizontal,no,blue,reportColor,2172.845,4672.58,5934.15,3191.1,3903.815,6301.54,above,IBstimulus_absent,null,null,30415.705
2,56,0,vertical,vertical,null,null,null,4325.425,null,null,null,null,null,below,IBstimulus_absent,null,null,9423.215
2,56,1,horizontal,horizontal,null,null,null,1732.48,null,null,null,null,null,above,IBstimulus_absent,null,null,4494.535
2,56,2,vertical,vertical,null,null,null,2612.005,null,null,null,null,null,below,IBstimulus_absent,null,null,5627.755
