batchNum,subjectID,trialNum,longerArm,response_longerArm,response_yesNo,response_AFC,AFCquestion,RT_longerArm,RT_yesNo,RT_AFC,RT_IBfamiliarity,RT_age,RT_ishihara,aboveBelow,trialType,IBstimulus_color,IBstimulus_location,trialTime
1,233,1,horizontal,horizontal,null,null,null,3049.12,null,null,null,null,null,below,IBstimulus_absent,null,null,12331.445
1,233,2,horizontal,vertical,null,null,null,3042.84,null,null,null,null,null,below,IBstimulus_absent,null,null,10598.665
1,233,3,vertical,horizontal,yes,blue,reportColor,2739.285,12927.69,13235.91,10834.03,19897.34,6147.91,above,IBstimulus_absent,null,null,78723.945
1,234,0,horizontal,horizontal,null,null,null,3376,null,null,null,null,null,above,IBstimulus_absent,null,null,9360
1,234,1,horizontal,vertical,null,null,null,4277,null,null,null,null,null,above,IBstimulus_absent,null,null,12563
1,234,2,horizontal,horizontal,null,null,null,2017,null,null,null,null,null,above,IBstimulus_absent,null,null,6153
1,234,3,vertical,vertical,yes,blue,reportColor,3335,3960,3868,3680,3206,3823,below,IBstimulus_present,blue,right,26679
1,235,0,horizontal,horizontal,null,null,null,6912.75,null,null,null,null,null,below,IBstimulus_absent,null,null,29801.87
1,235,1,vertical,vertical,null,null,null,3199.675,null,null,null,null,null,above,IBstimulus_absent,null,null,10389.815
1,235,2,horizontal,horizontal,null,null,null,3461.23,null,null,null,null,null,above,IBstimulus_absent,null,null,7918.25
1,235,3,vertical,vertical,yes,blue,reportColor,2860.39,5362.75,2982.6,11092.17,7036.57,7881.93,below,IBstimulus_present,blue,right,42172.42
1,236,0,horizontal,horizontal,null,null,null,2309.43,null,null,null,null,null,below,IBstimulus_absent,null,null,8239.34
1,236,1,horizontal,horizontal,null,null,null,1749.79,null,null,null,null,null,below,IBstimulus_absent,null,null,10582.87
1,236,2,vertical,vertical,null,null,null,1885.025,null,null,null,null,null,above,IBstimulus_absent,null,null,5039.33
1,236,3,horizontal,horizontal,no,blue,reportColor,1926.12,5274.02,9491.565,5553.78,3623.88,4991.295,above,IBstimulus_present,red,left,34216.91
1,237,0,horizontal,horizontal,null,null,null,3742.91,null,null,null,null,null,below,IBstimulus_absent,null,null,8876.685
1,237,1,vertical,vertical,null,null,null,1499.86,null,null,null,null,null,above,IBstimulus_absent,null,null,5953.79
1,237,2,vertical,vertical,null,null,null,1447.635,null,null,null,null,null,below,IBstimulus_absent,null,null,4129.55
1,237,3,vertical,horizontal,yes,blue,reportColor,2914.33,2352.045,3950.845,4000.475,2745.635,2924.38,below,IBstimulus_present,blue,right,21530.205
1,238,0,horizontal,horizontal,null,null,null,4258.955,null,null,null,null,null,above,IBstimulus_absent,null,null,13834.66
1,238,1,vertical,vertical,null,null,null,1991.585,null,null,null,null,null,below,IBstimulus_absent,null,null,9004.09
1,238,2,horizontal,horizontal,null,null,null,1540.745,null,null,null,null,null,above,IBstimulus_absent,null,null,5414.73
1,238,3,horizontal,horizontal,no,blue,reportColor,1788.94,3796.73,6274.285,4031.3,2803.17,3200.525,above,IBstimulus_present,blue,right,25187.025
1,239,0,vertical,vertical,null,null,null,5661.305,null,null,null,null,null,above,IBstimulus_absent,null,null,12740.71
1,239,1,vertical,vertical,null,null,null,2888.47,null,null,null,null,null,below,IBstimulus_absent,null,null,7138.775
1,239,2,horizontal,horizontal,null,null,null,2488.795,null,null,null,null,null,below,IBstimulus_absent,null,null,6727.605
1,239,3,horizontal,horizontal,no,blue,reportColor,2548.34,5816.265,9478.935,4807.29,3886.91,6435.415,below,IBstimulus_absent,null,null,36739.98
1,240,0,vertical,vertical,null,null,null,4223,null,null,null,null,null,below,IBstimulus_absent,null,null,11776
1,240,1,vertical,vertical,null,null,null,2005,null,null,null,null,null,below,IBstimulus_absent,null,null,8230
1,240,2,vertical,vertical,null,null,null,3313,null,null,null,null,null,above,IBstimulus_absent,null,null,6592
1,240,3,horizontal,horizontal,yes,blue,reportColor,1883,3888,1879,6631,3864,4606,above,IBstimulus_present,red,right,25866
1,241,0,vertical,vertical,null,null,null,4938,null,null,null,null,null,above,IBstimulus_absent,null,null,13970
1,241,1,horizontal,horizontal,null,null,null,2217,null,null,null,null,null,above,IBstimulus_absent,null,null,9851
1,241,2,vertical,horizontal,null,null,null,2148,null,null,null,null,null,above,IBstimulus_absent,null,null,5661
1,241,3,vertical,vertical,no,blue,reportColor,1860,6031,9783,6741,4298,5167,above,IBstimulus_absent,null,null,37196
1,242,0,vertical,vertical,null,null,null,3372.84,null,null,null,null,null,below,IBstimulus_absent,null,null,9688.875
1,242,1,vertical,vertical,null,null,null,4059.175,null,null,null,null,null,above,IBstimulus_absent,null,null,9010.85
1,242,2,vertical,vertical,null,null,null,2166.215,null,null,null,null,null,above,IBstimulus_absent,null,null,5948.52
1,242,3,vertical,vertical,no,red,reportColor,1741.255,4351.075,8166.655,5575.25,6989.935,7062.815,below,IBstimulus_absent,null,null,37067.18
1,243,0,horizontal,horizontal,null,null,null,3406.22,null,null,null,null,null,below,IBstimulus_absent,null,null,8713.08
1,243,1,horizontal,horizontal,null,null,null,3091.595,null,null,null,null,null,above,IBstimulus_absent,null,null,8600.615
1,243,2,vertical,vertical,null,null,null,2536.085,null,null,null,null,null,below,IBstimulus_absent,null,null,6593.115
1,243,3,vertical,vertical,yes,blue,reportColor,3021.295,3946.44,3688.195,3580.965,3633.725,4257.22,above,IBstimulus_present,blue,right,52236.73
1,244,0,vertical,vertical,null,null,null,2094,null,null,null,null,null,below,IBstimulus_absent,null,null,9326
1,244,1,horizontal,horizontal,null,null,null,2254,null,null,null,null,null,below,IBstimulus_absent,null,null,6335
1,244,2,horizontal,vertical,null,null,null,2128,null,null,null,null,null,above,IBstimulus_absent,null,null,6855
1,244,3,horizontal,horizontal,no,blue,reportColor,2089,3379,5850,3335,3432,4009,above,IBstimulus_absent,null,null,25284
1,245,0,horizontal,horizontal,null,null,null,4005.925,null,null,null,null,null,below,IBstimulus_absent,null,null,14716.605
1,245,1,vertical,vertical,null,null,null,2244.605,null,null,null,null,null,above,IBstimulus_absent,null,null,6121.72
1,245,2,horizontal,horizontal,null,null,null,2723.095,null,null,null,null,null,above,IBstimulus_absent,null,null,6566.855
1,245,3,horizontal,horizontal,no,blue,reportColor,5547.16,4118.38,9943.955,5243.49,3833.335,7465.685,above,IBstimulus_absent,null,null,39451.835
1,246,0,horizontal,horizontal,null,null,null,6216.845,null,null,null,null,null,above,IBstimulus_absent,null,null,11855.825
1,246,1,horizontal,horizontal,null,null,null,2887.15,null,null,null,null,null,below,IBstimulus_absent,null,null,7193.375
1,246,2,vertical,vertical,null,null,null,3212.98,null,null,null,null,null,above,IBstimulus_absent,null,null,7015.79
1,246,3,horizontal,horizontal,yes,red,reportColor,1613.035,3772.6,3197.225,3194.135,2371.7,3094.525,above,IBstimulus_present,red,right,21037.98
1,247,0,vertical,vertical,null,null,null,4008.465,null,null,null,null,null,above,IBstimulus_absent,null,null,10440.71
1,247,1,horizontal,horizontal,null,null,null,1413.725,null,null,null,null,null,below,IBstimulus_absent,null,null,4870.345
1,247,2,vertical,vertical,null,null,null,1225.205,null,null,null,null,null,below,IBstimulus_absent,null,null,3911.22
1,247,3,horizontal,horizontal,no,red,reportColor,1546.35,5337.41,5934.46,6638.985,6774.8,5781.685,above,IBstimulus_absent,null,null,34607.855
1,248,0,vertical,vertical,null,null,null,3502.115,null,null,null,null,null,below,IBstimulus_absent,null,null,13990.725
1,248,1,horizontal,horizontal,null,null,null,2671.27,null,null,null,null,null,below,IBstimulus_absent,null,null,7186.945
1,248,2,horizontal,horizontal,null,null,null,2754.745,null,null,null,null,null,below,IBstimulus_absent,null,null,6639.08
1,248,3,horizontal,horizontal,yes,red,reportColor,2406.5,8063.435,10607.265,8135.465,16952.17,6342.855,above,IBstimulus_present,red,right,57127.06
1,249,0,horizontal,horizontal,null,null,null,4329,null,null,null,null,null,above,IBstimulus_absent,null,null,10966
1,249,1,horizontal,horizontal,null,null,null,2226,null,null,null,null,null,below,IBstimulus_absent,null,null,12250
1,249,2,vertical,vertical,null,null,null,1951,null,null,null,null,null,above,IBstimulus_absent,null,null,5241
1,249,3,horizontal,horizontal,yes,blue,reportColor,2116,3757,2396,3487,3039,3756,below,IBstimulus_present,blue,left,21078
1,250,0,horizontal,horizontal,null,null,null,2400.65,null,null,null,null,null,below,IBstimulus_absent,null,null,7463.92
1,250,1,horizontal,horizontal,null,null,null,1521.44,null,null,null,null,null,below,IBstimulus_absent,null,null,6250.305
1,250,2,horizontal,horizontal,null,null,null,1642.07,null,null,null,null,null,below,IBstimulus_absent,null,null,4853.87
1,250,3,horizontal,horizontal,yes,red,reportColor,1269.15,4103.255,6295.54,3575.685,6894.715,4973.195,below,IBstimulus_present,red,left,33247.445
1,251,0,vertical,vertical,null,null,null,5438.92,null,null,null,null,null,below,IBstimulus_absent,null,null,11621.265
1,251,1,vertical,vertical,null,null,null,2889.145,null,null,null,null,null,above,IBstimulus_absent,null,null,7137.1
1,251,2,vertical,vertical,null,null,null,2403.96,null,null,null,null,null,below,IBstimulus_absent,null,null,5704.28
1,251,3,horizontal,horizontal,no,blue,reportColor,2242.75,5400.48,7454.94,8985.235,3810.96,5595.895,above,IBstimulus_present,blue,right,36277.3
1,252,0,vertical,vertical,null,null,null,2263.825,null,null,null,null,null,below,IBstimulus_absent,null,null,9080.95
1,252,1,horizontal,horizontal,null,null,null,2904.055,null,null,null,null,null,below,IBstimulus_absent,null,null,14803.515
1,252,2,vertical,vertical,null,null,null,1751.005,null,null,null,null,null,above,IBstimulus_absent,null,null,6595.705
1,252,3,horizontal,vertical,yes,blue,reportColor,3601.87,4327.32,6099.355,5004.42,3759.9,4305.71,above,IBstimulus_present,blue,right,30396.945
