batchNum,subjectID ,IBfamiliarity,age,ishihara,experimentName,path,browserName,browserInfo,displayWindowHeight,displayWindowWidth,displayScreenHeight,displayScreenWidth,totalTime,date,comments,prolificPID,studyID,sessionID
7,0,no,41,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Firefox,52,22,1536,864,1536,94374,1/19/21,,5f3a6838464d74643e34c5c7,60072545e32111196c6a761f,6007363c73ae551cca35dba2
7,1,,,,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,592,360,592,360,83473.8,1/19/21,,5cbdc86714b3cb0001f035bb,60072545e32111196c6a761f,6007299b6757601b709dfeaa
7,2,no,29,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1080,1920,1080,1920,73469.23,1/19/21,,54846a7cfdf99b07b28f22d4,60072545e32111196c6a761f,6007319a18a78e0bcebe4ff5
7,3,no,19,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1080,1920,1080,1920,116479.145,1/19/21,,5ec6c0ab26e3050bfd1feabe,60072545e32111196c6a761f,6007375842969f1e3102081d
7,4,no,21,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,768,1366,768,1366,272007.845,1/19/21,The red or blue question was unexpected and I honestly did not see a red or blue line. ,5e6ef3f0df60c34bfc1ffab1,60072545e32111196c6a761f,600729fe7367791a5e4d2a50
7,5,yes,31,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Safari,605,900,1440,900,1440,78720,1/19/21,,5dff6c2dff28a8baf270f070,60072545e32111196c6a761f,6007326ece32101d42f35017
7,6,no,38,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1050,1680,1050,1680,89704,1/19/21,,5e1f7b9242998a2ab95cff70,60072545e32111196c6a761f,6007398b083f7e1ec2a5f796
7,7,,,,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,592,360,592,360,83455.1,1/19/21,,5cbdc86714b3cb0001f035bb,60072545e32111196c6a761f,6007299b6757601b709dfeaa
7,8,yes,26,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,768,1366,768,1366,84453.03,1/19/21,,5c801cd6aaf2af0016478e6f,60072545e32111196c6a761f,600738de3809971dce163f46
7,9,yes,24,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,86,979,1740,979,1739,75126.59,1/19/21,,5dc5995e5d81cd4153e00138,60072545e32111196c6a761f,6007377d8544151d88a2766b
7,10,yes,34,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1080,1920,1080,1920,102651.415,1/19/21,,5f271cce0624f103b5a58645,60072545e32111196c6a761f,60073852e3dca91d5a00424a
7,11,no,38,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,768,1366,768,1366,130566.375,1/19/21,,5e3cddaa64dfd70d85a5ef3f,60072545e32111196c6a761f,6007348b299a4c0be4c20b89
7,12,yes,27,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,797,1308,900,1440,78092.545,1/19/21,,5d250aa62bf4a600012a0c0f,60072545e32111196c6a761f,600737eb151c8f1d34ecc6d9
7,13,yes,25,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1310,2328,1310,2328,60150.62,1/19/21,,5ef61efe40d8ce0ba99b4711,60072545e32111196c6a761f,60073a2b151c8f1da9a18efd
7,14,no,21,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,720,1280,720,1280,90246.895,1/19/21,,5f1a398a90e520135e5b4e00,60072545e32111196c6a761f,600738dc0cda1c1d57f5d561
7,15,yes,34,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Firefox,84,22,1920,1080,1920,79199,1/19/21,,5f860078b0c38111324943b2,60072545e32111196c6a761f,60072e47caba6b0c08958898
7,16,no,51,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,819,1455,819,1455,129492.615,1/19/21,,5f57c697f9f7d02d07909dbb,60072545e32111196c6a761f,6007389abd75901e2541f24d
7,17,yes,29,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1080,1920,1080,1920,80177.23,1/19/21,,5f4fb85cff7e030a8d9b2b12,60072545e32111196c6a761f,60073841083f7e1d5caedcbe
7,18,yes,39,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Firefox,84,146,1536,864,1536,67814,1/19/21,,5f5148f4d786b736ee294a07,60072545e32111196c6a761f,6007389a6757601ebc0de2ec
7,19,no,30,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,960,1440,960,1440,130159.58,1/19/21,,5ba064c10d4416000157a224,60072545e32111196c6a761f,60072df9c25d621b9d9c71cd
7,20,yes,40,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Firefox,78,146,1280,800,1280,118867,1/19/21,,57af9cdda169b50001a434e3,60072545e32111196c6a761f,600735ff2207011e3dc49fd3
7,21,yes,29,48,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Firefox,84,148,1920,1080,1920,58213,1/19/21,,5938b3563e8fb80001922beb,60072545e32111196c6a761f,600736316028f11cd79b542f
7,22,yes,31,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1080,1920,1080,1920,88783.17,1/19/21,,5aeb6714eb6e780001b1897c,60072545e32111196c6a761f,600739fe5e7ca61df8c87f3a
7,23,no,21,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,86,864,1536,864,1536,87319.84,1/19/21,,5e5349a24aa708364f08d360,60072545e32111196c6a761f,600730b1da0e340b564eda77
7,24,yes,25,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,900,1440,900,1440,73486.72,1/19/21,,5e8cdd45d4a6e208324d70e8,60072545e32111196c6a761f,60072b9e73ae551b65eb3e58
7,25,no,29,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1600,3840,1600,3840,99814.36,1/19/21,,5f189e1cf5d34e09bdf7c519,60072545e32111196c6a761f,60073b0c10cbf41dc0fa9f5e
7,26,no,22,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1080,1920,1080,1920,73608.755,1/19/21,,5f2208b487077a6901824a40,60072545e32111196c6a761f,60072e8c4562961b7ccf8d97
7,27,yes,25,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,900,1440,900,1440,73492.47,1/19/21,,5e8cdd45d4a6e208324d70e8,60072545e32111196c6a761f,60072b9e73ae551b65eb3e58
7,28,no,30,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,864,1536,864,1536,145197.92,1/19/21,,5f51533494684437b690281c,60072545e32111196c6a761f,60073a9d151c8f1e1e4f925e
7,29,yes,64,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,840,1344,840,1344,114419.155,1/19/21,,581d5500930a280001062d83,60072545e32111196c6a761f,600735963a1f941d5562d1f5
7,30,yes,18,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,1080,1920,1080,1920,86643.25,1/19/21,,5f49bb3a68b437545d8259cb,60072545e32111196c6a761f,60073984299a4c0e3dd69c7d
7,31,no,33,4,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Firefox,84,22,2560,1440,2560,274031,1/19/21,,5f3ecc42701f7b169ba22ff9,60072545e32111196c6a761f,60073a0519b6561e30a96c94
7,32,no,59,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,698,1242,698,1241,100565.585,1/19/21,,55b6d0a4fdf99b437183f9b5,60072545e32111196c6a761f,6007316db92d7a1be72620bf
7,33,no,58,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Firefox,84,22,1366,768,1366,167668,1/19/21,,5b12fec330d562000155d75b,60072545e32111196c6a761f,60072e99f2ffe01c516ad579
7,34,no,24,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,800,1280,800,1280,106018.325,1/19/21,,5830fd83a67a6b00010208ba,60072545e32111196c6a761f,600732ae560eac1c523112f7
7,35,no,54,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,89,864,1536,864,1536,173725.875,1/19/21,I like these kind of tests.,5d9b7f29654a3102c8112b63,60072545e32111196c6a761f,6007362727f93e1d4607dcdb
7,36,no,20,48,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,800,1200,800,1200,130018.91,1/19/21,,5c3ae017f33fde0001ef71fd,60072545e32111196c6a761f,600732dc083f7e1d5caedc99
7,37,no,35,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,768,1366,768,1366,197898.785,1/19/21,,5e7d11401ae8680ca60eed9e,60072545e32111196c6a761f,600730975c0bb61bd341dcd3
7,38,yes,22,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,768,1360,768,1360,99167.68,1/19/21,,5ee00b01489fb1359c3c9ca6,60072545e32111196c6a761f,600735aa8497511cf3842391
7,39,yes,21,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Safari,605,900,1440,900,1440,66400,1/19/21,,5e9bbcf64bf5310d6b656009,60072545e32111196c6a761f,60073a8b8462641f290260fa
7,40,no,45,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,768,1366,768,1366,126087.505,1/19/21,,5ebde750ffe1af131665560d,60072545e32111196c6a761f,6007392f528b331dd70230a4
7,41,no,35,42,"2AFC IB Experiment - Mack and Rock, 4 Trials, Gray Background, Isoluminant Red or Blue Line Left/Right, Report Color",https://www.mn.perceptionresearch.org/IB_MackRock/E3,Chrome,87,768,1366,768,1366,197904.37,1/19/21,,5e7d11401ae8680ca60eed9e,60072545e32111196c6a761f,600730975c0bb61bd341dcd3
