batchNum ,subjectID ,trialNum,longerArm,response_longerArm,response_yesNo,response_AFC,AFCquestion,RT_longerArm,RT_yesNo,RT_AFC,RT_IBfamiliarity,RT_age,RT_ishihara,aboveBelow,trialType,IBstimulus_color,IBstimulus_location,trialTime
7,97,0,horizontal,horizontal,null,null,null,2414.935,null,null,null,null,null,below,IBstimulus_absent,null,null,8283.33
7,97,1,horizontal,horizontal,null,null,null,1692.14,null,null,null,null,null,above,IBstimulus_absent,null,null,5504.35
7,97,2,horizontal,horizontal,null,null,null,2312.96,null,null,null,null,null,above,IBstimulus_absent,null,null,5557.74
7,97,3,vertical,vertical,no,blue,reportColor,1671.52,6106.435,9261.78,6335.58,3382.135,5044.25,above,IBstimulus_absent,null,null,35277.32
7,98,0,horizontal,horizontal,null,null,null,9543.88,null,null,null,null,null,above,IBstimulus_absent,null,null,25957.37
7,98,1,horizontal,horizontal,null,null,null,22459.47,null,null,null,null,null,below,IBstimulus_absent,null,null,33835.24
7,98,2,vertical,vertical,null,null,null,3118.47,null,null,null,null,null,below,IBstimulus_absent,null,null,11396.265
7,98,3,horizontal,horizontal,no,blue,reportColor,8657.425,9092.8,19853.855,12814.755,6422.78,7871.62,below,IBstimulus_absent,null,null,71136.855
7,99,0,vertical,vertical,null,null,null,2783.27,null,null,null,null,null,below,IBstimulus_absent,null,null,11245.93
7,99,1,vertical,vertical,null,null,null,2106.58,null,null,null,null,null,below,IBstimulus_absent,null,null,6481.17
7,99,2,vertical,vertical,null,null,null,2090.22,null,null,null,null,null,above,IBstimulus_absent,null,null,5363.56
7,99,3,vertical,vertical,no,blue,reportColor,3135.66,4434.72,8661.06,3403.425,3630.105,5813.745,above,IBstimulus_present,red,right,32363.26
7,100,0,horizontal,horizontal,null,null,null,6500.49,null,null,null,null,null,below,IBstimulus_absent,null,null,13722.225
7,100,1,horizontal,horizontal,null,null,null,4269.55,null,null,null,null,null,below,IBstimulus_absent,null,null,13015.29
7,100,2,vertical,vertical,null,null,null,2197.765,null,null,null,null,null,above,IBstimulus_absent,null,null,6770.15
7,100,3,vertical,vertical,no,blue,reportColor,1890.345,6250.45,14763.42,6951.27,4281.915,7388.425,above,IBstimulus_absent,null,null,45614.365
7,101,0,horizontal,horizontal,null,null,null,2861.22,null,null,null,null,null,above,IBstimulus_absent,null,null,7562.725
7,101,1,vertical,vertical,null,null,null,1964.17,null,null,null,null,null,below,IBstimulus_absent,null,null,6152.66
7,101,2,vertical,vertical,null,null,null,2100.185,null,null,null,null,null,below,IBstimulus_absent,null,null,5855.69
7,101,3,vertical,vertical,yes,blue,reportColor,3313.19,3382.605,4380.915,3648.68,3316.14,4890.955,below,IBstimulus_present,blue,right,26716.57
