batchNum,subjectID ,trialNum,longerArm,response_longerArm,response_yesNo,response_AFC,AFCquestion,RT_longerArm,RT_yesNo,RT_AFC,RT_IBfamiliarity,RT_age,RT_ishihara,aboveBelow,trialType,IBstimulus_color,IBstimulus_location,trialTime
3,135,3,horizontal,horizontal,no,blue,reportColor,1563.54,4503.93,7095.05,4495.55,3231.615,5751.555,below,IBstimulus_present,red,left,33820.165
3,136,0,horizontal,horizontal,null,null,null,2956.935,null,null,null,null,null,above,IBstimulus_absent,null,null,11428.98
3,136,1,horizontal,horizontal,null,null,null,1496.305,null,null,null,null,null,above,IBstimulus_absent,null,null,5658.475
3,136,2,horizontal,horizontal,null,null,null,2221.795,null,null,null,null,null,below,IBstimulus_absent,null,null,5370.78
3,136,3,horizontal,vertical,yes,red,reportColor,2301.96,3093.705,2073.58,5333.69,2517.55,3071.79,above,IBstimulus_present,red,left,22886.395
3,137,0,vertical,vertical,null,null,null,3586.895,null,null,null,null,null,below,IBstimulus_absent,null,null,10585.175
3,137,1,vertical,vertical,null,null,null,1910.095,null,null,null,null,null,below,IBstimulus_absent,null,null,9005.525
3,137,2,vertical,vertical,null,null,null,1543.74,null,null,null,null,null,above,IBstimulus_absent,null,null,5476.83
3,137,3,vertical,vertical,no,red,reportColor,1764.26,4601.785,3576.8,9395.795,2879.55,4228.44,below,IBstimulus_present,red,left,30082.05
3,138,0,vertical,vertical,null,null,null,2620.445,null,null,null,null,null,below,IBstimulus_absent,null,null,8269.99
3,138,1,horizontal,horizontal,null,null,null,2333.05,null,null,null,null,null,below,IBstimulus_absent,null,null,5927.01
3,138,2,horizontal,vertical,null,null,null,1473.055,null,null,null,null,null,above,IBstimulus_absent,null,null,4871.195
3,138,3,horizontal,horizontal,yes,blue,reportColor,1348.705,3703.705,10466.795,4615.42,3044.705,4490.045,above,IBstimulus_absent,null,null,30619.955
3,139,0,vertical,vertical,null,null,null,3218.225,null,null,null,null,null,above,IBstimulus_absent,null,null,9206.505
3,139,1,horizontal,horizontal,null,null,null,1815.355,null,null,null,null,null,above,IBstimulus_absent,null,null,6345.095
3,139,2,horizontal,horizontal,null,null,null,1512.19,null,null,null,null,null,below,IBstimulus_absent,null,null,4575.85
3,139,3,vertical,vertical,no,blue,reportColor,1534.265,3525.215,7147.585,4315.86,2837.36,6699.19,below,IBstimulus_absent,null,null,29291.66
3,140,0,horizontal,horizontal,null,null,null,5103.46,null,null,null,null,null,below,IBstimulus_absent,null,null,14882.01
3,140,1,vertical,vertical,null,null,null,1614.355,null,null,null,null,null,above,IBstimulus_absent,null,null,7842.55
3,140,2,horizontal,horizontal,null,null,null,1619.705,null,null,null,null,null,below,IBstimulus_absent,null,null,4754.945
3,140,3,vertical,horizontal,yes,red,reportColor,1517.29,3876.71,1303.7,9751.99,4024.915,7040.69,above,IBstimulus_present,red,right,30596.655
3,141,0,horizontal,horizontal,null,null,null,2674.875,null,null,null,null,null,below,IBstimulus_absent,null,null,8065.02
3,141,1,vertical,vertical,null,null,null,3135.385,null,null,null,null,null,above,IBstimulus_absent,null,null,6603.18
3,141,2,horizontal,horizontal,null,null,null,1906.39,null,null,null,null,null,above,IBstimulus_absent,null,null,5447.87
3,141,3,horizontal,horizontal,yes,blue,reportColor,4013.735,9105.375,4363.87,4697.21,6659.645,6203.625,below,IBstimulus_present,blue,right,38320.645
3,142,0,vertical,vertical,null,null,null,9275,null,null,null,null,null,above,IBstimulus_absent,null,null,21461
3,142,1,horizontal,horizontal,null,null,null,2442,null,null,null,null,null,above,IBstimulus_absent,null,null,8411
3,142,2,horizontal,horizontal,null,null,null,3361,null,null,null,null,null,below,IBstimulus_absent,null,null,7150
3,142,3,horizontal,horizontal,no,blue,reportColor,3770,9192,10543,9416,5952,7824,above,IBstimulus_absent,null,null,50929
3,143,0,horizontal,horizontal,null,null,null,2767.61,null,null,null,null,null,below,IBstimulus_absent,null,null,10504.585
3,143,1,horizontal,horizontal,null,null,null,2067.705,null,null,null,null,null,below,IBstimulus_absent,null,null,7746.755
3,143,2,horizontal,horizontal,null,null,null,3416.195,null,null,null,null,null,above,IBstimulus_absent,null,null,8533.115
3,143,3,vertical,vertical,no,blue,reportColor,2345.265,6942.83,9339.41,5738.14,3524.515,6273.8,above,IBstimulus_present,red,right,38419.81
3,144,0,horizontal,horizontal,null,null,null,4791.575,null,null,null,null,null,above,IBstimulus_absent,null,null,14278.345
3,144,1,horizontal,horizontal,null,null,null,3055.955,null,null,null,null,null,above,IBstimulus_absent,null,null,23620.615
3,144,2,vertical,vertical,null,null,null,4625.845,null,null,null,null,null,below,IBstimulus_absent,null,null,7988.445
3,144,3,horizontal,horizontal,yes,blue,reportColor,2923.69,5434.665,3048.98,6118.13,4805.53,6878.235,above,IBstimulus_present,blue,right,48543.2
3,145,0,horizontal,horizontal,null,null,null,2640.41,null,null,null,null,null,above,IBstimulus_absent,null,null,7187.265
3,145,1,horizontal,horizontal,null,null,null,1331.28,null,null,null,null,null,above,IBstimulus_absent,null,null,8088.505
3,145,2,horizontal,horizontal,null,null,null,1704.205,null,null,null,null,null,above,IBstimulus_absent,null,null,5138.905
3,145,3,horizontal,horizontal,no,blue,reportColor,1416.05,8317.32,5039.145,5254.59,4695.24,7592.57,above,IBstimulus_absent,null,null,35111.3
3,146,0,horizontal,horizontal,null,null,null,6121,null,null,null,null,null,below,IBstimulus_absent,null,null,15958
3,146,1,horizontal,horizontal,null,null,null,4261,null,null,null,null,null,above,IBstimulus_absent,null,null,9860
3,146,2,horizontal,horizontal,null,null,null,2097,null,null,null,null,null,below,IBstimulus_absent,null,null,5327
3,146,3,horizontal,vertical,yes,blue,reportColor,2585,3974,5210,5112,2782,4862,above,IBstimulus_present,blue,left,27384
3,147,0,horizontal,horizontal,null,null,null,3103,null,null,null,null,null,above,IBstimulus_absent,null,null,10187
3,147,1,vertical,vertical,null,null,null,1548,null,null,null,null,null,below,IBstimulus_absent,null,null,5427
3,147,2,horizontal,horizontal,null,null,null,1349,null,null,null,null,null,below,IBstimulus_absent,null,null,4295
3,147,3,vertical,vertical,yes,blue,reportColor,1123,3539,3329,4113,3361,3972,below,IBstimulus_present,blue,left,22324
3,148,0,vertical,vertical,null,null,null,2873.355,null,null,null,null,null,below,IBstimulus_absent,null,null,8799.87
3,148,1,horizontal,horizontal,null,null,null,1685.86,null,null,null,null,null,above,IBstimulus_absent,null,null,8438.655
3,148,2,vertical,vertical,null,null,null,1338.99,null,null,null,null,null,below,IBstimulus_absent,null,null,4107.075
3,148,3,horizontal,horizontal,yes,red,reportColor,1421.655,9366.99,1506.905,12752.915,19740.355,12343.4,below,IBstimulus_present,red,left,59788.89
3,149,0,horizontal,horizontal,null,null,null,2585.52,null,null,null,null,null,above,IBstimulus_absent,null,null,8910.245
3,149,1,horizontal,horizontal,null,null,null,1737.66,null,null,null,null,null,above,IBstimulus_absent,null,null,8183.82
3,149,2,vertical,vertical,null,null,null,2387.9,null,null,null,null,null,below,IBstimulus_absent,null,null,8440.955
3,149,3,vertical,vertical,no,blue,reportColor,1715.585,5664.865,5782.915,19866.095,4697.18,5447.335,below,IBstimulus_present,red,left,49502.9
3,150,0,vertical,null,null,null,null,null,null,null,null,null,null,above,IBstimulus_absent,null,null,
3,150,1,vertical,null,null,null,null,null,null,null,null,null,null,above,IBstimulus_absent,null,null,
3,150,2,horizontal,null,null,null,null,null,null,null,null,null,null,below,IBstimulus_absent,null,null,
3,150,3,vertical,null,null,null,reportColor,null,null,null,null,null,null,below,IBstimulus_present,red,left,
3,151,0,vertical,vertical,null,null,null,4669.425,null,null,null,null,null,below,IBstimulus_absent,null,null,215458.685
3,151,1,vertical,vertical,null,null,null,1565.485,null,null,null,null,null,below,IBstimulus_absent,null,null,5018.435
3,151,2,vertical,vertical,null,null,null,1336.35,null,null,null,null,null,below,IBstimulus_absent,null,null,4725.185
3,151,3,horizontal,horizontal,no,blue,reportColor,1324.575,5397.865,6849.645,3669.7,3116.09,3233.74,below,IBstimulus_absent,null,null,26856.615
3,152,0,horizontal,horizontal,null,null,null,6466.49,null,null,null,null,null,below,IBstimulus_absent,null,null,16185.355
3,152,1,horizontal,horizontal,null,null,null,2873.265,null,null,null,null,null,below,IBstimulus_absent,null,null,8019.33
3,152,2,horizontal,horizontal,null,null,null,2626.83,null,null,null,null,null,above,IBstimulus_absent,null,null,8317.8
3,152,3,vertical,vertical,yes,blue,reportColor,3428.645,6397.91,14248.99,12423.585,5995.385,11254.195,above,IBstimulus_present,red,right,57385.125
3,153,0,vertical,vertical,null,null,null,3540.91,null,null,null,null,null,below,IBstimulus_absent,null,null,9128.46
3,153,1,horizontal,horizontal,null,null,null,1871.76,null,null,null,null,null,above,IBstimulus_absent,null,null,7884.635
3,153,2,vertical,vertical,null,null,null,2266.415,null,null,null,null,null,above,IBstimulus_absent,null,null,4975.425
3,153,3,horizontal,horizontal,yes,blue,reportColor,4226.42,4320.48,2297,8662.365,3080.455,3961.79,above,IBstimulus_present,blue,left,29176.16
3,154,0,horizontal,horizontal,null,null,null,2601.695,null,null,null,null,null,above,IBstimulus_absent,null,null,7582.605
3,154,1,horizontal,horizontal,null,null,null,1656.325,null,null,null,null,null,above,IBstimulus_absent,null,null,8767.975
3,154,2,horizontal,horizontal,null,null,null,2179.735,null,null,null,null,null,above,IBstimulus_absent,null,null,5373.45
3,154,3,vertical,vertical,yes,red,reportColor,1412.535,3315.405,2420.285,4997,3486.96,3766.11,below,IBstimulus_present,red,right,26286.28
3,155,0,horizontal,horizontal,null,null,null,4766.54,null,null,null,null,null,below,IBstimulus_absent,null,null,15370.145
3,155,1,vertical,vertical,null,null,null,2872.255,null,null,null,null,null,above,IBstimulus_absent,null,null,11938.205
3,155,2,vertical,vertical,null,null,null,2568.04,null,null,null,null,null,above,IBstimulus_absent,null,null,5878.965
3,155,3,vertical,vertical,no,blue,reportColor,2630.84,5978.77,8042.605,8006.65,4334.955,7671.865,above,IBstimulus_present,blue,right,44583.965
3,156,0,vertical,vertical,null,null,null,3047.41,null,null,null,null,null,below,IBstimulus_absent,null,null,22852.02
3,156,1,horizontal,horizontal,null,null,null,2152.615,null,null,null,null,null,below,IBstimulus_absent,null,null,12013.395
3,156,2,vertical,horizontal,null,null,null,3532.79,null,null,null,null,null,above,IBstimulus_absent,null,null,7344.535
3,156,3,horizontal,horizontal,yes,red,reportColor,1807.325,14143.965,7185.97,5243.49,4755.15,5758.895,above,IBstimulus_present,red,left,44298.8
3,157,0,horizontal,horizontal,null,null,null,2361.195,null,null,null,null,null,above,IBstimulus_absent,null,null,8943.125
3,157,1,horizontal,horizontal,null,null,null,1751.365,null,null,null,null,null,above,IBstimulus_absent,null,null,6856.63
3,157,2,vertical,vertical,null,null,null,3348.835001,null,null,null,null,null,below,IBstimulus_absent,null,null,6471.115
3,157,3,horizontal,horizontal,no,blue,reportColor,1665.250001,3705.7,6469.804999,3218.374999,4092.204999,4890.02,below,IBstimulus_absent,null,null,26873.675
3,158,0,horizontal,horizontal,null,null,null,1998.545,null,null,null,null,null,below,IBstimulus_absent,null,null,10025.905
3,158,1,vertical,vertical,null,null,null,1458.865,null,null,null,null,null,above,IBstimulus_absent,null,null,8450.59
3,158,2,vertical,vertical,null,null,null,2335.795,null,null,null,null,null,above,IBstimulus_absent,null,null,5113.91
3,158,3,horizontal,horizontal,yes,red,reportColor,2783.79,3509.6,2339.84,8684.625,3441.69,4507.805,below,IBstimulus_present,red,right,28522.775
3,159,0,horizontal,vertical,null,null,null,2936.005,null,null,null,null,null,below,IBstimulus_absent,null,null,7884.61
3,159,1,vertical,vertical,null,null,null,4167.965,null,null,null,null,null,above,IBstimulus_absent,null,null,8097.105
3,159,2,horizontal,horizontal,null,null,null,1358.615,null,null,null,null,null,below,IBstimulus_absent,null,null,5005.365
3,159,3,vertical,vertical,no,red,reportColor,984.47,2609.595,33650.34,10969.575,3262.195,3610.88,below,IBstimulus_present,blue,right,57939.54
3,160,0,horizontal,horizontal,null,null,null,1927.47,null,null,null,null,null,below,IBstimulus_absent,null,null,14262.195
3,160,1,horizontal,horizontal,null,null,null,1325.4,null,null,null,null,null,below,IBstimulus_absent,null,null,6468.525
3,160,2,vertical,vertical,null,null,null,2518.085,null,null,null,null,null,above,IBstimulus_absent,null,null,6222.245
3,160,3,horizontal,horizontal,no,blue,reportColor,1530.965,4813.08,7667.445,4472.01,13019.56,4849.82,below,IBstimulus_absent,null,null,39822.685
3,161,0,vertical,vertical,null,null,null,3337.6,null,null,null,null,null,above,IBstimulus_absent,null,null,10218.935
3,161,1,vertical,vertical,null,null,null,2076.4,null,null,null,null,null,below,IBstimulus_absent,null,null,8193.195
3,161,2,vertical,vertical,null,null,null,1957.24,null,null,null,null,null,above,IBstimulus_absent,null,null,6600.915
3,161,3,horizontal,horizontal,no,blue,reportColor,1582.365,3379.92,6983.04,3774.91,3647.91,7713.225,above,IBstimulus_absent,null,null,31647.51
3,162,0,vertical,vertical,null,null,null,4669.425,null,null,null,null,null,below,IBstimulus_absent,null,null,215458.685
3,162,1,vertical,vertical,null,null,null,1565.485,null,null,null,null,null,below,IBstimulus_absent,null,null,5018.435
3,162,2,vertical,vertical,null,null,null,1336.35,null,null,null,null,null,below,IBstimulus_absent,null,null,4725.185
3,162,3,horizontal,horizontal,no,blue,reportColor,1324.575,5397.865,6849.645,3669.7,3116.09,3233.74,below,IBstimulus_absent,null,null,26856.615
3,163,0,vertical,vertical,null,null,null,4300.665,null,null,null,null,null,above,IBstimulus_absent,null,null,8447.775
3,163,1,vertical,vertical,null,null,null,3531.885,null,null,null,null,null,below,IBstimulus_absent,null,null,10778.925
3,163,2,horizontal,horizontal,null,null,null,1769.135,null,null,null,null,null,below,IBstimulus_absent,null,null,8169.985
3,163,3,vertical,vertical,yes,blue,reportColor,1325.245,4235.71,2480.845,3132.05,2712.68,3099.91,below,IBstimulus_present,blue,right,20111.61
3,164,0,horizontal,horizontal,null,null,null,2640.41,null,null,null,null,null,above,IBstimulus_absent,null,null,7187.265
3,164,1,horizontal,horizontal,null,null,null,1331.28,null,null,null,null,null,above,IBstimulus_absent,null,null,8088.505
3,164,2,horizontal,horizontal,null,null,null,1704.205,null,null,null,null,null,above,IBstimulus_absent,null,null,5138.905
3,164,3,horizontal,horizontal,no,blue,reportColor,1416.05,8317.32,5039.145,5254.59,4695.24,7592.57,above,IBstimulus_absent,null,null,35111.3
3,165,0,vertical,horizontal,null,null,null,4708.97,null,null,null,null,null,above,IBstimulus_absent,null,null,12078.925
3,165,1,vertical,vertical,null,null,null,1363.46,null,null,null,null,null,above,IBstimulus_absent,null,null,6348.325
3,165,2,vertical,vertical,null,null,null,1221.54,null,null,null,null,null,below,IBstimulus_absent,null,null,4456.505
3,165,3,horizontal,horizontal,yes,blue,reportColor,4563.72,4593.685,10801.35,8374.795,3024,4611.74,below,IBstimulus_present,blue,left,38967.785
3,166,0,vertical,vertical,null,null,null,2266.445,null,null,null,null,null,above,IBstimulus_absent,null,null,8664.175
3,166,1,horizontal,horizontal,null,null,null,5225.825,null,null,null,null,null,above,IBstimulus_absent,null,null,9971.2
3,166,2,vertical,vertical,null,null,null,1666.78,null,null,null,null,null,above,IBstimulus_absent,null,null,6074.43
3,166,3,horizontal,horizontal,yes,blue,reportColor,2131.825,5416.605,7529.205,4533.13,3148.825,5393.965,below,IBstimulus_absent,null,null,31789.725
3,167,0,horizontal,horizontal,null,null,null,2313.75,null,null,null,null,null,below,IBstimulus_absent,null,null,14633.81
3,167,1,horizontal,horizontal,null,null,null,1331.065,null,null,null,null,null,below,IBstimulus_absent,null,null,4599.355
3,167,2,vertical,vertical,null,null,null,1338.41,null,null,null,null,null,above,IBstimulus_absent,null,null,4056.99
3,167,3,horizontal,horizontal,yes,blue,reportColor,2005.395,11413.535,7364.49,6014.085,3702.205,5570.115,above,IBstimulus_present,blue,right,38676.39
3,168,0,vertical,vertical,null,null,null,5818.75,null,null,null,null,null,above,IBstimulus_absent,null,null,14312.695
3,168,1,horizontal,horizontal,null,null,null,4968.075,null,null,null,null,null,above,IBstimulus_absent,null,null,11612.685
3,168,2,horizontal,horizontal,null,null,null,4568.495,null,null,null,null,null,below,IBstimulus_absent,null,null,8453.88
